status,Short name,Next,Parent,Contest ID,Full name,Date,Location,Venue,Web,Scoreboard,Frozen SB,Standings,Rankings,ICPC standings,Any
,nena-north-2018,nena-north-2019,nena-2018,3538,Clarkson - Northern Preliminary,,,,,,,,,,
,nena-north-2017,nena-north-2018,nena-2017,3258,Clarkson - Northern Preliminary,,,,,,,,,,
,nena-north-2016,nena-north-2017,nena-2016,3201,Clarkson - Northern Preliminary,,,,,,,,,,
,nena-north-2015,nena-north-2016,nena-2015,2823,Clarkson - Northern Preliminary,,,,,,,,,,
,nena-north-2014,nena-north-2015,nena-2014,2714,2014 Northern Preliminary Contest,,,,,,,,,,
,nena-north-2013,nena-north-2014,nena-2013,1962,2013 Clarkson Preliminary Contest,,,,,,,,,,
,nena-north-2012,nena-north-2013,nena-2012,1381,2012 Clarkson Preliminary Contest,,,,,,,,,,
,nena-north-2011,nena-north-2012,nena-2011,928,2011 Clarkson Preliminary Contest,,,,,,,,,,
,nena-north-2009,nena-north-2011,nena-2009,570,2009 Potsdam Preliminary Contest,2009-10-17,,,,,,,,,
,nena-north-2008,nena-north-2009,nena-2008,44,2008 McGill Preliminary Contest,,,,,,,,,,
future,pacnw-2026,-,nac-2027,9774,2026 ICPC North America Pacific Northwest Regional Contest,,,,,,,,,,
,pacnw-2025,pacnw-2026,nac-2026,9334,2025 ICPC North America Pacific Northwest Regional Contest,2025-11-15,,,http://www.acmicpc-pacnw.org/,https://pnw.na.icpc.global/scoreboard/2025/real_contest/index_D1.html,,,,,Yes
,pacnw-2024,pacnw-2025,nac-2025,8927,2024 ICPC Pacific Northwest Regional Contest,2024-11-16,,,http://www.acmicpc-pacnw.org/results.htm,"http://www.acmicpc-pacnw.org/scoreboard/2024/index_D1.html, http://www.acmicpc-pacnw.org/scoreboard/2024/index_D2.html",,,,,Yes
,pacnw-2023,pacnw-2024,nac-2024,7467,2023 ICPC Pacific Northwest Regional Contest,2024-02-24,,,http://www.acmicpc-pacnw.org/results.htm,"http://www.acmicpc-pacnw.org/scoreboard/2023/index_D1.html, http://www.acmicpc-pacnw.org/scoreboard/2023/index_D2.html",,,,,Yes
,pacnw-2022,pacnw-2023,nac-2023,5380,2022 ICPC Pacific Northwest Regional Contest,2023-02-25,,,http://www.acmicpc-pacnw.org/results.htm,"http://www.acmicpc-pacnw.org/scoreboard/Spring2023/index1.html, http://www.acmicpc-pacnw.org/scoreboard/Spring2023/index2.html",,,,,Yes
,pacnw-2021,pacnw-2022,nac-2022,4689,2021 ICPC Pacific Northwest Regional Contest,2022-03-05,,,http://www.acmicpc-pacnw.org/results.htm,"http://www.acmicpc-pacnw.org/scoreboard/2022/index1.html, http://www.acmicpc-pacnw.org/scoreboard/2022/index2.html",,,,,Yes
,pacnw-2020,pacnw-2021,nac-2021,4348,2020/2021 Pacific Northwest Regional Contest,2021-03-06,,,http://www.acmicpc-pacnw.org/results.htm,"http://www.acmicpc-pacnw.org/scoreboard/2020/index1.html, http://www.acmicpc-pacnw.org/scoreboard/2020/index2.html",,,,,Yes
,pacnw-2019,pacnw-2020,nac-2020,4084,2019 Pacific Northwest Regional Contest,2019-11-09,,,http://www.acmicpc-pacnw.org/results.htm,"http://www.acmicpc-pacnw.org/scoreboard/2019/index1.html, http://www.acmicpc-pacnw.org/scoreboard/2019/index2.html",,,,,Yes
,pacnw-2018,pacnw-2019,wf-2019,3543,2018 Pacific Northwest Regional Contest,2018-11-03,,,http://www.acmicpc-pacnw.org/results.htm,"http://www.acmicpc-pacnw.org/scoreboard/2018/index1.html, http://www.acmicpc-pacnw.org/scoreboard/2018/index2.html",,,,,Yes
,pacnw-2017,pacnw-2018,wf-2018,3265,2017 Pacific Northwest Regional Contest,2017-11-11,,,http://www.acmicpc-pacnw.org/results.htm,"http://www.acmicpc-pacnw.org/ProblemSet/2017/index1.html, http://www.acmicpc-pacnw.org/ProblemSet/2017/index2.html",,,,,Yes
,pacnw-2016,pacnw-2017,wf-2017,3213,2016 Pacific Northwest Regional Contest,2016-11-05,,,http://www.acmicpc-pacnw.org/results.htm,http://www.acmicpc-pacnw.org/scoreboard/2016/ACM%20Pacific%20Northwest%20Regional%20Programming%20Contest.html,,,,,Yes
,pacnw-2015,pacnw-2016,wf-2016,2836,2015 Pacific Northwest Regional Contest,2015-11-14,,,http://www.acmicpc-pacnw.org/results.htm,"http://www.acmicpc-pacnw.org/ProblemSet/2015/index1.html, http://www.acmicpc-pacnw.org/ProblemSet/2015/index2.html",,,,,Yes
,pacnw-2014,pacnw-2015,wf-2015,2419,2014 Pacific Northwest Regional Contest,2014-11-15,,,http://www.acmicpc-pacnw.org/results.htm,"http://www.acmicpc-pacnw.org/ProblemSet/2014/html.all/index1.html, http://www.acmicpc-pacnw.org/ProblemSet/2014/html.all/index2.html",,,,,Yes
,pacnw-2013,pacnw-2014,wf-2014,1984,2013 Pacific Northwest Regional Contest,2013-11-03,,,http://www.acmicpc-pacnw.org/results.htm,http://www.acmicpc-pacnw.org/ProblemSet/2013/index.html,,,,,Yes
,pacnw-2012,pacnw-2013,wf-2013,1393,2012 Pacific Northwest Regional Contest,2012-11-04,,,http://www.acmicpc-pacnw.org/results.htm,http://www.acmicpc-pacnw.org/Standings/2012/index.html,,,,,Yes
,pacnw-2011,pacnw-2012,wf-2012,871,2011 Pacific Northwest Regional Contest,2011-11-05,,,http://www.acmicpc-pacnw.org/results.htm,http://www.acmicpc-pacnw.org/Standings/2011_Pacific_Northwest_Regional_Contest.htm,,http://www.acmicpc-pacnw.org/Standings/pacnw2011finalstandings.html,,,Yes
,pacnw-2010,pacnw-2011,wf-2011,647,2010 Pacific Northwest Regional Contest,2010-11-13,,,http://www.acmicpc-pacnw.org/results.htm,,,http://www.acmicpc-pacnw.org/Standings/2010.htm,,,Yes
,pacnw-2009,pacnw-2010,wf-2010,558,2009 Pacific Northwest Contest,2009-11-07,,,http://www.acmicpc-pacnw.org/results.htm,,,http://www.acmicpc-pacnw.org/Standings/2009.htm,,,Yes
,pacnw-2008,pacnw-2009,wf-2009,31,2008 Pacific Northwest Contest,2008-11-15,,,http://www.acmicpc-pacnw.org/results.htm,"http://www.acmicpc-pacnw.org/Standings/2008.htm, http://www.acmicpc-pacnw.org/ProblemSet/2008/runs%20report.txt",,http://www.acmicpc-pacnw.org/Standings/2008.htm,,,Yes
,pacnw-2007,pacnw-2008,wf-2008,996,2007 ACM Pacific Northwest Programming Contest,2007-11-10,,,http://www.acmicpc-pacnw.org/results.htm,,,http://www.acmicpc-pacnw.org/Standings/2007.htm,,,Yes
,pacnw-2006,pacnw-2007,wf-2007,1162,2006 ACM Pacific Northwest Programming Contest,2006-11-11,,,http://www.acmicpc-pacnw.org/results.htm,,,http://www.acmicpc-pacnw.org/Standings/2006/results.htm,,,Yes
,pacnw-2005,pacnw-2006,wf-2006,1078,2005 ACM Pacific Northwest Programming Contest,2005-11-05,,,http://www.acmicpc-pacnw.org/results.htm,"http://www.acmicpc-pacnw.org/Standings/2005/Results.htm, http://www.acmicpc-pacnw.org/ContestStats/2005/pc2.report.complete.txt",,http://www.acmicpc-pacnw.org/Standings/2005/Results.htm,,,Yes
,pacnw-2004,pacnw-2005,wf-2005,1105,2004 ACM Pacific Northwest Programming Contest,2004-11-13,,,http://www.acmicpc-pacnw.org/results.htm,"http://www.acmicpc-pacnw.org/Standings/2004/Results.htm, http://www.acmicpc-pacnw.org/Standings/2004/pc2_report_comp.txt",,http://www.acmicpc-pacnw.org/Standings/2004/Results.htm,,,Yes
,pacnw-2003,pacnw-2004,wf-2004,971,2003 ACM Pacific Northwest Programming Contest,2003-11-15,,,http://www.acmicpc-pacnw.org/results.htm,"http://www.acmicpc-pacnw.org/Standings/2003/results2003.htm, http://www.acmicpc-pacnw.org/Standings/2003/teamstats.htm",,http://www.acmicpc-pacnw.org/Standings/2003/results2003.htm,,,Yes
,pacnw-2002,pacnw-2003,wf-2003,1273,2002 ACM Pacific Northwest Programming Contest,2002-11-09,,,http://www.acmicpc-pacnw.org/results.htm,,,http://www.acmicpc-pacnw.org/Standings/2002/standings.htm,,,Yes
,pacnw-2001,pacnw-2002,wf-2002,1237,2001 ACM Pacific Northwest Programming Contest,2001-11-10,,,http://www.acmicpc-pacnw.org/results.htm,,,,https://web.archive.org/web/20090102024700/http://icpc.baylor.edu/Past/icpc2002/regionals/ViewRegionalStandings.asp?ContestID=505,,Yes
,pacnw-2000,pacnw-2001,wf-2001,1079,2000 ACM Pacific Northwest Programming Contest,2000-11-11,,,http://www.acmicpc-pacnw.org/results.htm,,,http://www.acmicpc-pacnw.org/Standings/2000/Standing.htm,,,Yes
,pacnw-1999,pacnw-2000,wf-2000,1134,1999 ACM Pacific Northwest Programming Contest,1999-11-13,,,http://www.acmicpc-pacnw.org/results.htm,"http://www.acmicpc-pacnw.org/Standings/1998/98Results.htm, http://www.acmicpc-pacnw.org/Standings/1999/reports99.htm",,http://www.acmicpc-pacnw.org/Standings/1998/98Results.htm,,,Yes
,pacnw-1998,pacnw-1999,wf-1999,978,1998 ACM Pacific Northwest Programming Contest,1998-11-14,,,http://www.acmicpc-pacnw.org/results.htm,,,http://www.acmicpc-pacnw.org/Standings/1998/98Results.htm,,,Yes
,pacnw-1997,pacnw-1998,wf-1998,pre-cms,,,,,http://www.acmicpc-pacnw.org/results.htm,,,http://www.acmicpc-pacnw.org/Standings/1997/97Results.htm,,,Yes
,pacnw-1996,pacnw-1997,wf-1997,pre-cms,,,,,http://www.acmicpc-pacnw.org/results.htm,,,http://www.acmicpc-pacnw.org/Standings/1996/96results.htm,,,Yes
,pacnw-1995,pacnw-1996,wf-1996,pre-cms,,,,,http://www.acmicpc-pacnw.org/results.htm,,,http://www.acmicpc-pacnw.org/Standings/1995/95res.htm,,,Yes
,pacnw-1994,pacnw-1995,wf-1995,pre-cms,,,,,http://www.acmicpc-pacnw.org/results.htm,,,http://www.acmicpc-pacnw.org/Standings/1994/94res.htm,,,Yes
future,rmc-2026,-,nac-2027,9765,2026 ICPC North America Rocky Mountain Regional Contest,2026-10-31,,,,,,,,,
,rmc-2025,rmc-2026,nac-2026,9339,2025 ICPC North America Rocky Mountain Regional Contest,2025-11-08,,,,https://rmc.kattis.com/contests/rmc24/standings,,,,,Yes
,rmc-2024,rmc-2025,nac-2025,8929,2024 ICPC Rocky Mountain Regional Contest,2024-11-09,,,,,,,,https://icpc.global/regionals/finder/Rocky-Mountain-2025/standings,Yes
,rmc-2023,rmc-2024,nac-2024,7452,2023 ICPC Rocky Mountain Regional Contest,2023-11-04,,,,https://rmc23.kattis.com/contests/rmc23/standings,,,,,Yes
,rmc-2022,rmc-2023,nac-2023,5381,2022 ICPC Rocky Mountain Regional Contest,2023-02-25,,,,,,,,https://icpc.global/regionals/finder/Rocky-Mountain-2023/standings,Yes
,rmc-2021,rmc-2022,nac-2022,4680,2021 ICPC Rocky Mountain Regional Contest,2022-03-12,,,,https://rmc21.kattis.com/contests/rmc21/standings,,,,,Yes
,rmc-2020,rmc-2021,nac-2021,4343,2020 Rocky Mountain Regional Contest,2021-03-06,,,,https://rmc20.kattis.com/contests/rmc20/standings,,,,,Yes
,rmc-2019,rmc-2020,nac-2020,4075,2019 Rocky Mountain Regional Contest,2019-10-26,,,,https://rmc19.kattis.com/contests/rmc19/standings,,,,,Yes
,rmc-2018,rmc-2019,wf-2019,3547,2018 Rocky Mountain Regional Contest,2018-11-03,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2018/index.html,https://rmc18.kattis.com/contests/rmc18/standings,,,,,Yes
,rmc-2017,rmc-2018,wf-2018,3250,2017 Rocky Mountain Regional Contest,2017-11-11,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2017/index.html,https://rmc17.kattis.com/contests/rmc17/standings,,,,,Yes
,rmc-2016,rmc-2017,wf-2017,3204,2016 Rocky Mountain Regional Contest,2016-10-29,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2016/index.html,https://rmc16.kattis.com/contests/rmc16/standings,,,,,Yes
,rmc-2015,rmc-2016,wf-2016,2829,2015 Rocky Mountain Regional Contest,2015-11-14,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2015/index.html,https://rmc15.kattis.com/contests/rmc15/standings,,,,,Yes
,rmc-2014,rmc-2015,wf-2015,2436,2014 Rocky Mountain Regional Contest,2014-11-08,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2014/index.html,https://org.coloradomesa.edu/~wmacevoy/rmrc/2014/scoreboard.html,,,,,Yes
,rmc-2013,rmc-2014,wf-2014,1981,2013 Rocky Mountain Regional Contest,2013-10-26,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2013/index.html,https://org.coloradomesa.edu/~wmacevoy/rmrc/2013/scoreboard_byrank.html,,,,,Yes
,rmc-2012,rmc-2013,wf-2013,1396,2012 Rocky Mountain Regional Contest,2012-10-27,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2012/index.html,https://org.coloradomesa.edu/~wmacevoy/rmrc/2012/scoreboard_byrank.html,,,,,Yes
,rmc-2011,rmc-2012,wf-2012,878,2011 Rocky Mountain Regional Contest,2011-10-29,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2011/index.html,https://org.coloradomesa.edu/~wmacevoy/rmrc/2011/scoreboard_byrank.html,,,,,Yes
,rmc-2010,rmc-2011,wf-2011,646,2010 Rocky Mountain Regional Contest,2010-10-30,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2010/index.html,https://org.coloradomesa.edu/~wmacevoy/rmrc/2010/scoreboard_byrank.html,,,,,Yes
,rmc-2009,rmc-2010,wf-2010,561,2009 Rocky Mountain Regional Contest,2009-10-31,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2009/index.html,https://org.coloradomesa.edu/~wmacevoy/rmrc/2009/scoreboard_byrank.html,,,,,Yes
,rmc-2008,rmc-2009,wf-2009,33,2008 Rocky Mountain Regional Contest,2008-10-25,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2008/index.html,https://org.coloradomesa.edu/~wmacevoy/rmrc/2008/scoreboard_byrank.html,,,,,Yes
,rmc-2007,rmc-2008,wf-2008,1007,2007 ACM Rocky Mountain Programming Contest,2007-10-20,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2007/index.html,https://org.coloradomesa.edu/~wmacevoy/rmrc/2007/scoreboard_byrank.html,,,,,Yes
,rmc-2006,rmc-2007,wf-2007,1008,2006 ACM Rocky Mountain Programming Contest,2006-10-28,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2006/index.html,https://org.coloradomesa.edu/~wmacevoy/rmrc/2006/scoreboard_byrank.html,,,,,Yes
,rmc-2005,rmc-2006,wf-2006,1015,2005 ACM Rocky Mountain Programming Contest,2005-10-29,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2005/index.html,https://org.coloradomesa.edu/~wmacevoy/rmrc/2005/scoreboard_byrank.html,,,,,Yes
,rmc-2004,rmc-2005,wf-2005,1096,2004 ACM Rocky Mountain Programming Contest,2004-10-30,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2004/index.html,https://org.coloradomesa.edu/~wmacevoy/rmrc/2004/scoreboard_byrank.html,,,,,Yes
,rmc-2003,rmc-2004,wf-2004,1220,2003 ACM Rocky Mountain Programming Contest,2003-11-15,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2003/index.html,https://org.coloradomesa.edu/~wmacevoy/rmrc/2003/scoreboard_final.html,,,,,Yes
,rmc-2002,rmc-2003,wf-2003,1039,2002 ACM Rocky Mountain Programming Contest,2002-11-16,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2002/index.html,https://org.coloradomesa.edu/~wmacevoy/rmrc/2002/contest/scoreboard.html,,,,,Yes
,rmc-2001,rmc-2002,wf-2002,1082,2001 ACM Rocky Mountain Programming Contest,2001-11-17,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2001/index.html,https://org.coloradomesa.edu/~wmacevoy/rmrc/2001/scoreboard.html,,,,,Yes
,rmc-2000,rmc-2001,wf-2001,974,2000 ACM Rocky Mountain Programming Contest,2000-11-04,,,https://org.coloradomesa.edu/~wmacevoy/rmrc/2000/index.html,https://web.archive.org/web/20010320060306/http://www.cs.colorado.edu/users/kena/acmpc/results.html,,,,,Yes
,rmc-1999,rmc-2000,wf-2000,1285,1999 ACM Rocky Mountain Programming Contest,1999-11-20,,,https://web.archive.org/web/20000119052504/http://mesastate.edu/acm/pc/RM99Home.html,,,https://web.archive.org/web/20001212141300/http://faculty.fortlewis.edu/SZUECS_L/contest/acm99/FinalStandings.htm,,,Yes
,rmc-1998,rmc-1999,wf-1999,1107,1998 ACM Rocky Mountain Programming Contest,1998-11-14,,,,https://web.archive.org/web/20100710040129fw_/http://icpc.baylor.edu/past/icpc99/Regionals/RM98/Standings.htm,,,,,Yes
,rmc-1997,rmc-1998,wf-1998,pre-cms,,,,,,,,,,,
,rmc-1996,rmc-1997,wf-1997,pre-cms,,,,,,,,,,,
,rmc-1995,rmc-1996,wf-1996,pre-cms,,,,,,,,,,,
,rmc-1994,rmc-1995,wf-1995,pre-cms,,,,,,,,,,,
,rmc-1993,rmc-1994,wf-1994,pre-cms,,,,,,,,,,,
,rmc-1992,rmc-1993,wf-1993,pre-cms,,,,,,,,,,,
,rmc-1991,rmc-1992,wf-1992,pre-cms,,,,,,,,,,,
,rmc-1990,rmc-1991,wf-1991,pre-cms,,,,,,,,,,,
,rmc-1989,rmc-1990,wf-1990,pre-cms,,,,,,,,,,,
,alberta-2025,-,,n/a,Alberta Collegiate Programming Contest 2025,2025-10-18,,,,"https://acpc25.kattis.com/contests/i4bbbd/standings, https://acpc25.kattis.com/contests/k8s8ci/standings",,,,,Yes
,alberta-2024,alberta-2025,,n/a,,,,,,"https://acpc24.kattis.com/contests/acpc24d1/standings, https://acpc24.kattis.com/contests/acpc24d2/standings",,,,,Yes
,alberta-2023,alberta-2024,,7453,2023 ICPC Alberta Collegiate Programming Contest,,,,,"https://acpc23.kattis.com/contests/acpc23d1/standings, https://acpc23.kattis.com/contests/acpc23d2/standings",,,,,Yes
,alberta-2022,alberta-2023,,5383,2022 ICPC Alberta Collegiate Programming Contest,2022-11-26,,,,"https://acpc22d1.kattis.com/contests/acpc22d1/standings, https://acpc22d2.kattis.com/contests/acpc22d2/standings",,,,,Yes
,alberta-2021,alberta-2022,,4682,2021 ICPC Alberta Collegiate Programming Contest,2021-11-27,,,,"https://acpc21d1.kattis.com/contests/acpc21d1/standings, https://acpc21d2.kattis.com/contests/acpc21d2/standings",,,,,Yes
,alberta-2020,alberta-2021,,4344,2020 Alberta Collegiate Programming Contest,2020-11-14,,,,"https://acpc20d1.kattis.com/contests/acpc20d1/standings, https://acpc20d2.kattis.com/contests/acpc20d2/standings",,,,,Yes
,alberta-2019,alberta-2020,,4076,2019 Alberta Collegiate Programming Contest,2019-11-23,,,https://cpc.cpsc.ucalgary.ca/contests/acpc/2019/,,,,,,
,alberta-2018,alberta-2019,,3548,2018 Alberta Collegiate Programming Contest,2018-10-27,,,,"https://acpc18.kattis.com/contests/acpc18/standings/1772, https://acpc18.kattis.com/contests/acpc18/standings/1773",,,,,Yes
,alberta-2017,alberta-2018,,3251,2017 Alberta Collegiate Programming Contest,2017-10-21,,,,"https://acpc17.kattis.com/contests/acpc17/standings/953, https://acpc17.kattis.com/contests/acpc17/standings/952",,,,,Yes
,alberta-2016,alberta-2017,,3205,2016 Alberta Collegiate Programming Contest,2016-10-15,,,,"https://acpc16.kattis.com/contests/acpc16/standings/652, https://acpc16.kattis.com/contests/acpc16/standings/653",,,,,Yes
,alberta-2015,alberta-2016,,2831,2015 Alberta Collegiate Programming Contest,2015-10-17,,,,"https://web.archive.org/web/20210101004146/http://psc.cpsc.ucalgary.ca/acpc/2015/contest/div1/scores.php, https://web.archive.org/web/20210101004229/http://psc.cpsc.ucalgary.ca/acpc/2015/contest/div2/scores.php",,,,,Yes
,alberta-2014,alberta-2015,,2728,2014 Alberta Collegiate Programming Contest,2014-10-04,,,https://web.archive.org/web/20210102083527/http://psc.cpsc.ucalgary.ca/acpc/2014/contest/index.php,https://web.archive.org/web/20210101143347/http://psc.cpsc.ucalgary.ca/acpc/2014/contest/scores.php,,,,,Yes
,alberta-2013,alberta-2014,,1982,2013 ICPC Alberta Contest,2013-10-19,,,,https://web.archive.org/web/20210101143522/http://psc.cpsc.ucalgary.ca/acpc/2013/contest/scores.php,,,,,Yes
,alberta-2012,alberta-2013,,1397,2012 ICPC Alberta Contest,2012-10-13,,,,https://web.archive.org/web/20210101143701/http://psc.cpsc.ucalgary.ca/acpc/2012/contest/scores.php,,,,,Yes
,alberta-2011,alberta-2012,,946,2011 ICPC Alberta Contest,2011-10-15,,,,https://web.archive.org/web/20210101143747/http://psc.cpsc.ucalgary.ca/acpc/2011/contest/scores.php,,,,,Yes
,alberta-2010,alberta-2011,,n/a,,2010-10-16,,,,https://web.archive.org/web/20111228161818/http://webdocs.cs.ualberta.ca/~contest/ACPC2010/contest/scores.php,,,,,Yes
,alberta-2009,alberta-2010,,n/a,,2009-10-17,,,,https://web.archive.org/web/20101113165220/http://webdocs.cs.ualberta.ca/~contest/ACPC2009/contest/scores.php,,,,,Yes
,alberta-2008,alberta-2009,,n/a,,,,,,https://web.archive.org/web/20130624003545/http://webdocs.cs.ualberta.ca/~contest/ACPC2008/contest/scores.php,,,,,Yes
,alberta-2007,alberta-2008,,n/a,,2007-10-13,,,https://web.archive.org/web/20200220172541/http://webdocs.cs.ualberta.ca/~acpc/2007/,,,,,,
,alberta-2006,alberta-2007,,n/a,,2006-10-14,,,https://web.archive.org/web/20200220172536/http://webdocs.cs.ualberta.ca/~acpc/2006/,https://web.archive.org/web/20210516120658/http://webdocs.cs.ualberta.ca/~acpc/2006/jscores.html,,,,,Yes
,alberta-2005,alberta-2006,,n/a,Alberta Collegiate Programming Contest 2005,2005-10-01,,,,https://web.archive.org/web/20210516121627/http://webdocs.cs.ualberta.ca/~acpc/2005/ACPC05-Scoreboard.html,,,,,Yes
,alberta-2004,alberta-2005,,n/a,,2004-10-02,,,,https://web.archive.org/web/20210516110843/http://webdocs.cs.ualberta.ca/~acpc/2004/Standings.txt,,,,,Yes
,alberta-2003,alberta-2004,,n/a,,2003-10-18,,,,https://web.archive.org/web/20210516110534/http://webdocs.cs.ualberta.ca/~acpc/2003/Global-Standings.html,,,,,Yes
,lethbridge-2025,-,,n/a,,,,,https://www.cs.uleth.ca/~cheng/LCPC/2025/,https://www.cs.uleth.ca/~cheng/LCPC/2025/scoreboard/,,,,,Yes
,lethbridge-2024,lethbridge-2025,,n/a,,,,,,,,,,,
,lethbridge-2023,lethbridge-2024,,7454,2023 ICPC Lethbridge Collegiate Programming Contest,,,,,,,,,,
,lethbridge-2022,lethbridge-2023,,5382,2022 ICPC Lethbridge Collegiate Programming Contest,,,,,,,,,,
,lethbridge-2021,lethbridge-2022,,4681,2021 ICPC Lethbridge Collegiate Programming Contest,,,,,,,,,,
,lethbridge-2020,lethbridge-2021,,4345,2020 Lethbridge Collegiate Programming Contest,,,,,,,,,,
,lethbridge-2019,lethbridge-2020,,4077,2019 Lethbridge Collegiate Programming Contest,2019-10-05,,,https://www.cs.uleth.ca/~cheng/LCPC/2019/,,,,,,
,lethbridge-2018,lethbridge-2019,,3549,2018 Lethbridge Collegiate Programming Contest,2018-09-29,,,https://www.cs.uleth.ca/~cheng/LCPC/2018/,,,,,,
,lethbridge-2017,lethbridge-2018,,3252,2017 Lethbridge Collegiate Programming Contest,,,,https://www.cs.uleth.ca/~cheng/LCPC/2017/,,,,,,
,lethbridge-2016,lethbridge-2017,,3206,2016 Lethbridge Collegiate Programming Contest,2016-09-24,,,https://www.cs.uleth.ca/~cheng/LCPC/2016/,"https://www.cs.uleth.ca/~cheng/LCPC/2016/div1.html, https://www.cs.uleth.ca/~cheng/LCPC/2016/div2.html",,,,,Yes
,lethbridge-2015,lethbridge-2016,,2830,2015 Lethbridge Collegiate Programming Contest,2015-10-10,,,https://www.cs.uleth.ca/~cheng/LCPC/2015/,,,,,,
,lethbridge-2014,lethbridge-2015,,2729,2014 Lethbridge Collegiate Programming Contest,2014-10-18,,,https://www.cs.uleth.ca/~cheng/LCPC/2014/,,,,,,
,lethbridge-2013,lethbridge-2014,,2109,2013 Lethbridge Collegiate Programming Contest,2013-09-21,,,https://www.cs.uleth.ca/~cheng/LCPC/2013/,"https://www.cs.uleth.ca/~cheng/LCPC/2013/div1-official.html, https://www.cs.uleth.ca/~cheng/LCPC/2013/div2-official.html",,,,,Yes
future,scusa-2026,-,nac-2027,9769,2026 ICPC North America South Central Regional Contest,2026-11-07,,,,,,,,,
,scusa-2025,scusa-2026,nac-2026,9331,2025 ICPC North America South Central Regional Contest,2025-11-08,,,,"https://nasouth25.kattis.com/contests/nasouth25d1/standings/scusa/all, https://nasouth25.kattis.com/contests/nasouth25d2/standings/scusa/all",,,,,Yes
,scusa-2024,scusa-2025,nac-2025,8933,2024-2025 ICPC South Central USA Regional Contest,2024-11-16,,,,"https://nasouth24.kattis.com/contests/nasouth24d1/standings/scusa/all, https://nasouth24.kattis.com/contests/nasouth24d2/standings/scusa/all",,,,,Yes
,scusa-2023,scusa-2024,nac-2024,7462,2023 ICPC South Central USA Regional Contest,2024-02-24,,,,"https://nasouth23.kattis.com/contests/nasouth23d1/standings/5666, https://nasouth23.kattis.com/contests/nasouth23d2/standings/5672",,,,,Yes
,scusa-2022,scusa-2023,nac-2023,5386,2022 ICPC South Central USA Regional Contest,2023-02-25,,,,"https://nasouth22d1.kattis.com/contests/nasouth22d1/standings/4991, https://nasouth22d2.kattis.com/contests/nasouth22d2/standings/4955",,,,,Yes
,scusa-2021,scusa-2022,nac-2022,4685,2021 ICPC South Central USA Regional Contest,2022-03-05,,,,"https://scusa21d1.kattis.com/contests/scusa21d1/standings, https://scusa21d2.kattis.com/contests/scusa21d2/standings",,,,,Yes
,scusa-2020,scusa-2021,nac-2021,4336,2020 South Central USA Regional Contest,2021-03-06,,,,https://scusa20.kattis.com/contests/scusa20/standings,,,,,Yes
,scusa-2019,scusa-2020,nac-2020,4071,2019 South Central USA Regional Contest,2019-11-09,,,,https://scusa19.kattis.com/contests/scusa19/standings,,,,,Yes
,scusa-2018,scusa-2019,wf-2019,3559,2018 South Central USA Regional Contest,2018-11-10,,,,https://scusa18.kattis.com/contests/scusa18/standings,,,,,Yes
,scusa-2017,scusa-2018,wf-2018,3266,2017 South Central USA Regional Contest,2017-11-04,,,https://ld2017.scusa.lsu.edu/,http://ld2017.scusa.lsu.edu/scoreboard-regional/,,,,,Yes
,scusa-2016,scusa-2017,wf-2017,3210,2016 South Central USA Regional Contest,2016-10-29,,,http://ld2016.scusa.lsu.edu/,http://ld2016.scusa.lsu.edu/scoreboard-regional/,,,,,Yes
,scusa-2015,scusa-2016,wf-2016,2832,2015 South Central USA Regional Contest,2015-11-07,,,http://ld2015.scusa.lsu.edu/,http://ld2015.scusa.lsu.edu/scoreboard-regional/,,,,,Yes
,scusa-2014,scusa-2015,wf-2015,2446,2014 South Central USA Regional Contest,2014-10-04,,,http://ld2014.scusa.lsu.edu/,http://ld2014.scusa.lsu.edu/scoreboard-regional/,,,,,Yes
,scusa-2013,scusa-2014,wf-2014,1988,2013 South Central USA Regional Contest,2013-11-02,,,http://ld2013.scusa.lsu.edu/,http://ld2013.scusa.lsu.edu/scoreboard-regional/,,,,,Yes
,scusa-2012,scusa-2013,wf-2013,1384,2012 South Central USA Regional Contest,2012-10-20,,,http://ld2012.scusa.lsu.edu/,http://ld2012.scusa.lsu.edu/scoreboard-regional/,,,,,Yes
