status,Short name,Next,Parent,Contest ID,Full name,Date,Location,Venue,Web,Scoreboard,Frozen SB,Standings,Rankings,ICPC standings,Any
,dhaka-2004,dhaka-2005,wf-2005,954,2004 ACM Asia Programming Contest - Dhaka,2004-10-08,,,https://web.archive.org/web/20081121031614/http://www.northsouth.edu/html/acm/dhakasit.pdf,,,https://web.archive.org/web/20080715123456/http://icpc.baylor.edu/icpc/regionals/ViewRegionalStandings.asp?ContestID=706,,,Yes
,dhaka-2003,dhaka-2004,wf-2004,1119,2003 ACM Asia Programming Contest - Dhaka,2003-11-13,,,https://web.archive.org/web/20050819081655/http://www.buet.ac.bd/acmicpc/rcd_dhaka.html,,,https://web.archive.org/web/20071012210050/http://icpc.baylor.edu/icpc/regionals/ViewRegionalStandings.asp?ContestID=664,,,Yes
,dhaka-2002,dhaka-2003,wf-2003,951,2002 ACM Asia Programming Contest - Dhaka,2002-11-28,,,https://web.archive.org/web/20060901161607/http://icpc.baylor.edu/past/icpc2003/regionals/Reports/www.buet.ac.bd/acmicpc/index.html,https://web.archive.org/web/20030503021634f/http://www.buet.ac.bd/acmicpc/tableweb.htm,,https://web.archive.org/web/20060901161632/http://icpc.baylor.edu/past/icpc2003/regionals/Reports/www.buet.ac.bd/acmicpc/ViewStandings.htm,https://web.archive.org/web/20090307020244/http://icpc.baylor.edu/past/icpc2003/Regionals/Reports/icpc.baylor.edu/icpc/regionals/ViewRegionalStandings55d7.html?ContestID=591,,Yes
,dhaka-2001,dhaka-2002,wf-2002,1238,2001 ACM Asia Programming Contest - Dhaka,2001-11-10,,,http://web.archive.org/web/20020923084502/http://www.buet.ac.bd/acm/,,,"http://web.archive.org/web/20020324081137/http://www.buet.ac.bd/acm/standings.html, https://web.archive.org/web/20050220221932/http://swt.edu/~ch01/Rankings2001/standingsDhaka.htm",,,Yes
,dhaka-1999,dhaka-2001,wf-2000,1027,"1999 ACM Asia Programming Contest, Dhaka",1999-11-25,,,,,,https://web.archive.org/web/20050212215959/http://www.swt.edu/%7Ech01/rankings1999/Rank_dhaka99.htm,,,Yes
,dhaka-1998,dhaka-1999,wf-1999,1199,"1998 ACM Asia Programming Contest, Dhaka",1998-11-17,,,,,,"https://web.archive.org/web/20050222101043/http://www.swt.edu/~ch01/dhakaranking98.htm, https://web.archive.org/web/19990129070128/http://www.northsouth.edu/standing.htm",,,Yes
,dhaka-1997,dhaka-1998,wf-1998,pre-cms,Asia Regional/Dhaka,,,,,,,https://web.archive.org/web/20050215073928/http://swt.edu/~ch01/Dhaka97rank.html,,,Yes
future,tehran-2026,-,awc-2026,9663,2026 ICPC Asia Tehran Regional Contest,,,,,,,,,,
,tehran-2025,tehran-2026,awc-2025,9233,2025 ICPC Asia Tehran Regional Contest,2025-12-26,,,,https://icpc.ir/2025/scoreboard/,,,,https://icpc.global/regionals/finder/Tehran-2026/standings,Yes
,tehran-2024,tehran-2025,awc-2024,8874,2024 ICPC Asia Tehran Regional Contest,2024-12-20,,,,https://web.archive.org/web/20250526082710/https://icpc.sharif.edu/2024/scoreboard/,,,,,Yes
,tehran-2023,tehran-2024,awc-2023,7489,2023 ICPC Asia Tehran Regional Contest,2024-05-31,,,,https://web.archive.org/web/20251011191808/https://icpc.sharif.edu/2023/scoreboard/,,,,,Yes
,tehran-2022,tehran-2023,awc-2022,5662,2022 ICPC Asia Tehran Regional Contest,2023-04-28,,,http://web.archive.org/web/20240228214742/https://icpc.ir/2022/info,https://web.archive.org/web/20230601122212/http://icpc.sharif.edu/2022/scoreboard/,,,,,Yes
,tehran-2020,tehran-2022,wf-2021,4498,2020 ICPC Asia Tehran Regional Contest,2020-12-31,,,,https://web.archive.org/web/20250516105533/https://icpc.sharif.edu/2020/scoreboard/,,,,,Yes
,tehran-2019,tehran-2020,awc-2019,4088,2019 ICPC Asia Tehran Regional Contest,2019-12-20,,,,https://web.archive.org/web/20250803153319/https://icpc.sharif.edu/2019/scoreboard/,,,,,Yes
,tehran-2018,tehran-2019,wf-2019,3527,2018 ICPC Asia Tehran Regional Contest,2018-12-21,,,,https://web.archive.org/web/20250717005057/https://icpc.sharif.edu/2018/scoreboard/,,,,,Yes
,tehran-2017,tehran-2018,wf-2018,3426,2017 ACM-ICPC Asia Tehran Regional Contest,2017-12-15,,,,https://web.archive.org/web/20250501000334/https://icpc.sharif.edu/2017/scoreboard/,,,,,Yes
,tehran-2016,tehran-2017,wf-2017,3032,2016 ACM-ICPC Asia Tehran Regional Contest,2016-12-23,,,,https://web.archive.org/web/20250516114331/https://icpc.sharif.edu/2016/scoreboard/,,,,,Yes
,tehran-2015,tehran-2016,wf-2016,2932,2015 ACM-ICPC Asia Tehran Regional Contest,2015-12-25,,,,https://web.archive.org/web/20250918004056/https://icpc.sharif.edu/2015/scoreboard/,,,,,Yes
,tehran-2014,tehran-2015,wf-2015,2547,2014 ACM-ICPC Asia Tehran Regional Contest,2014-12-19,,,"https://web.archive.org/web/20151125180053/http://icpc.sharif.ir/acmicpc14, https://web.archive.org/web/20181201021451/http://icpc.sharif.edu/2014/",https://web.archive.org/web/20240427120554/http://icpc.sharif.ir/2014/scoreboard/,,,,,Yes
,tehran-2013,tehran-2014,wf-2014,1923,2013 ACM-ICPC Asia Tehran Regional Contest,2013-12-20,,,,https://web.archive.org/web/20181130213251/http://icpc.sharif.edu/2013/scoreboard/,,,,,Yes
,tehran-2012,tehran-2013,wf-2013,1371,2012 ACM-ICPC Asia Tehran Regional Contest,2012-12-21,,,,https://web.archive.org/web/20181130213246/http://icpc.sharif.edu/2012/scoreboard/,,,,,Yes
,tehran-2011,tehran-2012,wf-2012,803,2011 ACM-ICPC Asia Tehran Regional Contest,2011-12-02,,,https://web.archive.org/web/20181130213225/http://icpc.sharif.edu/2011/,https://web.archive.org/web/20181130210556/http://icpc.sharif.edu/2011/scoreboard/summary.html,,,,,Yes
,tehran-2010,tehran-2011,wf-2011,606,2010 ACM-ICPC Asia Tehran Regional Contest,2010-12-03,,,https://web.archive.org/web/20181130213215/http://icpc.sharif.edu/2010/,,,https://web.archive.org/web/20191106174951/http://icpc.sharif.edu/2010/scoreboard/full.html,,,Yes
,tehran-2009,tehran-2010,wf-2010,501,2009 ACM-ICPC Asia Tehran Regional Contest,2009-11-06,,,https://web.archive.org/web/20181130210535/http://icpc.sharif.edu/2009/,https://web.archive.org/web/20181130210545/http://icpc.sharif.edu/2009/scoreboard/summary.html,,,,,Yes
,tehran-2008,tehran-2009,wf-2009,20,2008 Asia Tehran Contest,2008-12-26,,,https://web.archive.org/web/20181130213205/http://icpc.sharif.edu/2008/,https://web.archive.org/web/20181130213211/http://icpc.sharif.edu/2008/summary.html,,,,,Yes
,tehran-2007,tehran-2008,wf-2008,1076,2007 ACM Asia Programming Contest - Tehran,2007-12-07,,,https://web.archive.org/web/20181130213155/http://icpc.sharif.edu/2007/,https://web.archive.org/web/20181130213201/http://icpc.sharif.edu/2007/summary.html,,,,,Yes
,tehran-2006,tehran-2007,wf-2007,1018,2006 ACM Asia Programming Contest - Tehran,2006-12-15,,,https://web.archive.org/web/20181130213140/http://icpc.sharif.edu/2006/,https://web.archive.org/web/20240731113009/http://icpc.sharif.edu/2006/summary.html,,,,,Yes
,tehran-2005,tehran-2006,wf-2006,973,2005 ACM Asia Programming Contest - Tehran,2005-12-02,,,https://web.archive.org/web/20181130213129/http://icpc.sharif.edu/2005/,"https://web.archive.org/web/20250516110214fw_/https://icpc.sharif.edu/2005/ranking/full.html, https://web.archive.org/web/20250516101729fw_/https://icpc.sharif.edu/2005/ranking/sumtime.html",,,,,Yes
,tehran-2004,tehran-2005,wf-2005,1097,2004 ACM Asia Programming Contest - Tehran,2004-12-03,,,https://web.archive.org/web/20250918000249/https://icpc.sharif.edu/2004/,"https://web.archive.org/web/20051027100656/http://sharif.edu/~acmicpc/04/ranking/finals.html, https://web.archive.org/web/20050909075251/http://sharif.edu/~acmicpc/04/ranking/sumtime.html",,,,,Yes
,tehran-2003,tehran-2004,wf-2004,1006,2003 ACM Asia Programming Contest - Tehran,2003-11-28,,,https://web.archive.org/web/20250717003353/https://icpc.sharif.edu/2003/,,,https://web.archive.org/web/20251011192137/https://icpc.sharif.edu/2003/final-standings.html,,,Yes
,tehran-2002,tehran-2003,wf-2003,1116,2002 ACM Asia Programming Contest - Tehran,2002-11-15,,,https://web.archive.org/web/20250918001521/https://icpc.sharif.edu/2002/,,,https://web.archive.org/web/20250328113449/https://icpc.sharif.edu/2002/finalcontest/finals.html,,,Yes
,tehran-2001,tehran-2002,wf-2002,999,2001 ACM Asia Programming Contest - Tehran,2001-11-08,,,https://web.archive.org/web/20250803153739/https://icpc.sharif.edu/2001/,,,,https://web.archive.org/web/20050220101621/http://swt.edu/~ch01/Rankings2001/Iranfullnums.htm,,Yes
,tehran-2000,tehran-2001,wf-2001,1206,"2000 ACM Asia Programming Contest, Tehran",2000-11-02,,,https://web.archive.org/web/20251013061733/https://icpc.sharif.edu/2000/,,,,https://web.archive.org/web/20050222101234/http://swt.edu/~ch01/rankins2000/2000_tehran.htm,,Yes
,tehran-1999,tehran-2000,wf-2000,1016,"1999 ACM Asia Programming Contest, Tehran",1999-11-21,,,,,,https://web.archive.org/web/20020311070635/http://icpc.baylor.edu/past/icpc2000/regionals/Tehran99/Standings.html,,,Yes
future,amritapuri-2026,-,awc-2026,9654,2026 ICPC Asia West Amritapuri Multisite Regional Contest,,,,,,,,,,
,amritapuri-2025,amritapuri-2026,awc-2025,9236,2025 ICPC Asia West Amritapuri Multisite Regional Contest,2026-01-03,,,,,,,,,
,amritapuri-2024,amritapuri-2025,awc-2024,8879,2024 ICPC Asia Amritapuri Multisite Regional Contest,2024-12-30,,,,,,https://web.archive.org/web/20241229183903/https://amritaicpc.in/final-rank-list,,https://icpc.global/regionals/finder/AMP-2025/standings,Yes
,amritapuri-2023,amritapuri-2024,awc-2023,7483,2023 ICPC Asia Amritapuri Doublesite Regional Contest,2024-01-28,,,,,,,,https://icpc.global/regionals/finder/AMP-2024/standings,Yes
,amritapuri-2022,amritapuri-2023,awc-2022,5638,2022 ICPC Asia Amritapuri Doublesite Regional Contest,2023-04-02,,,,,,,,https://icpc.global/regionals/finder/AMP-2023/standings,Yes
,amritapuri-2021,amritapuri-2022,awc-2021,4850,2021 ICPC Asia Amritapuri Doublesite Regional Contest,2022-10-08,,,,,,,,https://icpc.global/regionals/finder/AMP-2022/standings,Yes
,amritapuri-2020,amritapuri-2021,wf-2021,4504,2020 ICPC Asia Amritapuri Doublesite Regional Contest,,,,,,,,,,
,amritapuri-2019,amritapuri-2020,awc-2019,4103,2019 ICPC Asia Amritapuri Doublesite Regional Contest,2019-12-27,,,,,,,,https://icpc.global/regionals/finder/AMP-2020/standings,Yes
,amritapuri-2018,amritapuri-2019,wf-2019,3534,2018 ICPC Asia Amritapuri Doublesite Regional Contest,2018-12-29,,,,,,,,https://icpc.global/regionals/finder/AMP-2019/standings,Yes
,amritapuri-2017,amritapuri-2018,wf-2018,3442,2017 ACM-ICPC Asia Amritapuri Doublesite Regional Contest,2017-12-27,,,https://web.archive.org/web/20170825142716/http://icpc.amrita.ac.in/2017/,,,,,https://icpc.global/regionals/finder/AMP-2018/standings,Yes
,amritapuri-2016,amritapuri-2017,wf-2017,3083,2016 ACM-ICPC Asia Amritapuri Multisite Regional Contest,2016-12-23,,,,https://web.archive.org/web/20170110180839/http://icpc.amrita.ac.in/2015/wp-content/uploads/2016/10/ranklist.pdf,,,,https://icpc.global/regionals/finder/AMP-2017/standings,Yes
,amritapuri-2015,amritapuri-2016,wf-2016,2919,2015 ACM-ICPC Asia Amritapuri Regional Contest,2015-12-21,,,https://web.archive.org/web/20170113193027/http://icpc.amrita.ac.in/2015/,,,,,https://icpc.global/regionals/finder/AMP-2016/standings,Yes
,amritapuri-2014,amritapuri-2015,wf-2015,2594,2014 ACM-ICPC Asia Amritapuri Regional Contest,2014-12-16,,,https://web.archive.org/web/20151020044031/http://icpc.amrita.ac.in/2014,https://web.archive.org/web/20151010170646/http://icpc.amrita.ac.in/2014/downloads/Scoreboard_2014AsiaAmritapuriSite.pdf,,,,https://icpc.global/regionals/finder/AMP-2015/standings,Yes
,amritapuri-2013,amritapuri-2014,wf-2014,1932,2013 ACM-ICPC Asia Amritapuri Regional Contest,2013-12-19,,,https://web.archive.org/web/20141217061727/http://icpc.amrita.ac.in/2013/,https://web.archive.org/web/20141002041639/http://icpc.amrita.ac.in/2013/wp-content/uploads/2013/12/Amrita_Onsite_Final_Result.xlsx,,,,https://icpc.global/regionals/finder/AMP-2014/standings,Yes
,amritapuri-2012,amritapuri-2013,wf-2013,1364,2012 ACM-ICPC Asia Amritapuri Regional Contest,2012-12-20,,,https://web.archive.org/web/20170530080428/http://icpc.amrita.ac.in/2012/,,,https://web.archive.org/web/20161109053949/http://icpc.amrita.ac.in/downloads/Ranklist-ForWeb.pdf,,https://icpc.global/regionals/finder/Amritapuri-2013/standings,Yes
,amritapuri-2011,amritapuri-2012,wf-2012,806,2011 ACM-ICPC Asia Amritapuri Regional Contest,2011-12-12,,,,https://web.archive.org/web/20120116185059/http://icpc.amrita.ac.in/2011/others/Asia-AmritapuriRankings2011.html,,,,https://icpc.global/regionals/finder/Amritapuri-2012/standings,Yes
,amritapuri-2010,amritapuri-2011,wf-2011,610,2010 ACM-ICPC Asia Amritapuri Regional Contest,2010-12-12,,,,https://web.archive.org/web/20111125101538/http://icpc.amrita.ac.in/2010/finals/2010OnsiteRankList.pdf,,,,https://icpc.global/regionals/finder/Amritapuri-2011/standings,Yes
,amritapuri-2009,amritapuri-2010,wf-2010,500,2009 ACM-ICPC Asia Amritapuri Regional Contest,2009-11-01,,,https://web.archive.org/web/20091125235109/http://icpc.amrita.ac.in/site/,,,,,https://icpc.global/regionals/finder/Amritapuri-2010/standings,Yes
,amritapuri-2008,amritapuri-2009,wf-2009,7,2008 Asia Amritapuri Contest,2008-12-06,,,https://web.archive.org/web/20090921015026/http://icpc.amrita.ac.in/index2008.php,https://web.archive.org/web/20090818164148/http://icpc.amrita.ac.in/icpc2008ranking.html,,,,,Yes
,amritapuri-2007,amritapuri-2008,wf-2008,1173,2007 ACM Asia Programming Contest - Amritapuri,2007-12-22,,,https://web.archive.org/web/20090330132623/http://icpc.amrita.ac.in/updates/?q=node/20,,,https://web.archive.org/web/20080915032342/http://icpc.baylor.edu/icpc/regionals/ViewRegionalStandings.asp?ContestID=853,,,Yes
future,kabul-2026,-,awc-2026,9653,2026 ICPC Asia Kabul Regional Contest,,,,,,,,,,
,kabul-2025,kabul-2026,awc-2025,9235,2025 ICPC Asia Kabul Regional Contest,2025-10-24,,,http://icpc.kateb.edu.af/blogs/ICPC_2025%E2%80%932026_Kabul_Regional_Programming_Contest_Report,,,,,https://icpc.global/regionals/finder/Asia-Kabul-2026/standings,Yes
,kabul-2024,kabul-2025,awc-2024,8873,2024 ICPC Asia Kabul Regional Contest,2024-10-18,,,,,,,,https://icpc.global/regionals/finder/Asia-Kabul-2025/standings,Yes
,kabul-2023,kabul-2024,awc-2023,8204,2023 ICPC Asia Kabul Regional Contest,2023-09-29,,,,,,,,https://icpc.global/regionals/finder/Asia-Kabul-2024/standings,Yes
,kabul-2020,kabul-2023,wf-2021,4484,2020 ICPC Asia Kabul Regional Contest,2021-08-05,,,https://web.archive.org/web/20211215174801/https://icpc.kateb.edu.af/,,,,,,
,kabul-2019,kabul-2020,awc-2019,4095,2019 ICPC Asia Kabul Regional Contest,2019-11-29,,,https://web.archive.org/web/20191121115134/https://icpc.kateb.edu.af/,,,https://web.archive.org/web/20220213081233/https://kateb.edu.af/icpc/results/results2019.php,,https://icpc.global/regionals/finder/AsiaKabul-2020/standings,Yes
,kabul-2018,kabul-2019,wf-2019,3520,2018 ICPC Asia Kabul Regional Contest,2018-11-16,,,https://web.archive.org/web/20180710043353/http://icpc.kateb.edu.af/,,,,,https://icpc.global/regionals/finder/AsiaKabul-2019/standings,Yes
,kabul-2017,kabul-2018,wf-2018,3485,2017 ACM-ICPC Asia Kabul Regional Contest,2017-11-10,,,https://web.archive.org/web/20181231143041/http://kateb.edu.af/icpc_kabul_regional/,,,https://web.archive.org/web/20181231141516/http://kateb.edu.af/icpc_kabul_regional/result.php,,https://icpc.global/regionals/finder/AsiaKabul-2018/standings,Yes
future,pakistan-2026,-,awc-2026,9651,2026 ICPC Asia Topi Regional On-site Contest,,,,,,,,,,
,pakistan-2025,pakistan-2026,awc-2025,9246,2025 ICPC Asia Topi Regional On-site Contest,2026-02-01,,,,,,,,https://icpc.global/regionals/finder/Asia-Topi-2026/standings,Yes
,pakistan-2024,pakistan-2025,awc-2024,8865,2024 ICPC Asia Topi Regional On-site Contest,2025-02-01,,,,,,,,https://icpc.global/regionals/finder/Asia-Topi-2025/standings,Yes
,pakistan-2023,pakistan-2024,awc-2023,7492,2023 ICPC Asia Topi Regional On-site Contest,2024-02-25,,,,,,,,https://icpc.global/regionals/finder/Asia-Topi-2024/standings,Yes
,pakistan-2022,pakistan-2023,awc-2022,5645,2022 ICPC Asia Topi Regional On-site Contest,2023-02-26,,,,,,,,https://icpc.global/regionals/finder/Asia-Topi-2023/standings,Yes
,pakistan-2021,pakistan-2022,awc-2021,4835,2021 ICPC Asia Topi Regional On-site Contest,2022-03-20,,,,,,,,https://icpc.global/regionals/finder/Asia-Topi-2022/standings,Yes
,pakistan-2020,pakistan-2021,wf-2021,4494,2020 ICPC Asia Topi Regional On-site Contest,2021-08-04,,,https://web.archive.org/web/20210922081341/https://acmgiki.com/icpc.php,,,,,https://icpc.global/regionals/finder/Asia-Topi-2021/standings,Yes
,pakistan-2019,pakistan-2020,awc-2019,4092,2019 ICPC Asia Topi Regional On-site Contest,2019-11-03,,,,,,,,https://icpc.global/regionals/finder/Asia-Topi-2020/standings,Yes
,pakistan-2018,pakistan-2019,wf-2019,3532,2018 ICPC Asia Lahore Regional On-site Contest,2018-12-30,,,https://web.archive.org/web/20200929204835/https://sst.umt.edu.pk/icpc/home.aspx,,,,,,
,pakistan-2017,pakistan-2018,wf-2018,3483,2017 ACM-ICPC Asia Lahore Regional Contest,2017-12-31,,,,,,https://web.archive.org/web/20240719134703mp_/https://sst.umt.edu.pk/icpc/ACM-ICPC-Asia-Lahore-Finals-2017-Standings.aspx,,https://icpc.global/regionals/finder/AsiaLahore-2018/standings,Yes
,pakistan-2016,pakistan-2017,wf-2017,3085,2016 ACM-ICPC Asia Lahore Regional Contest,2016-11-26,,,https://web.archive.org/web/20201009195158/https://sites.google.com/site/icpclahore/,,,,,https://icpc.global/regionals/finder/LAH-2017/standings,Yes
,pakistan-2015,pakistan-2016,wf-2016,2949,2015 ACM-ICPC Asia Lahore Regional Contest,2015-11-15,,,,https://web.archive.org/web/20151202200620/http://lhr.nu.edu.pk/icpc/downloads/OnSite_Round_Standings.pdf,,,,https://icpc.global/regionals/finder/LAH-2016/standings,Yes
,pakistan-2014,pakistan-2015,wf-2015,2696,2014 ACM-ICPC Asia Lahore Regional Contest,2014-11-22,,,,https://web.archive.org/web/20141202213757/http://lhr.nu.edu.pk/icpc/finals%20results.htm,,,,https://icpc.global/regionals/finder/LAH-2015/standings,Yes
future,kanpur-2026,-,awc-2026,9665,2026 ICPC Asia Kanpur Regional Contest,,,,,,,,,,
,kanpur-2025,kanpur-2026,awc-2025,9243,2025 ICPC Asia Kanpur Regional Contest,2025-12-23,,,http://kanpur.indiaicpc.in/,,,http://kanpur.indiaicpc.in/ranklist25.pdf,,https://icpc.global/regionals/finder/Asia-Kanpur-2026/standings,Yes
,kanpur-2024,kanpur-2025,awc-2024,8858,2024 ICPC Asia Kanpur Regional Contest,2024-12-24,,,http://web.archive.org/web/20250320221105/http://kanpur.indiaicpc.in/,,,http://kanpur.indiaicpc.in/index.php?page=results2024,,https://icpc.global/regionals/finder/Asia-Kanpur-2025/standings,Yes
,kanpur-2023,kanpur-2024,awc-2023,7494,2023 ICPC Asia Kanpur Regional Contest,2023-12-23,,,http://web.archive.org/web/20231209092321/https://kanpur.indiaicpc.in/,,,,,https://icpc.global/regionals/finder/Asia-Kanpur-2024/standings,Yes
,kanpur-2022,kanpur-2023,awc-2022,5647,2022 ICPC Asia Kanpur Regional Contest,2023-10-04,,,,,,,,,
,kanpur-2021,kanpur-2022,awc-2021,4829,2021 ICPC Asia Kanpur Contest,2022-08-22,,,,,,,,,
,kanpur-2020,kanpur-2021,wf-2021,4503,Asia Kanpur-Mathura Online Contest 2020,2021-08-19,,,,https://web.archive.org/web/20210919073342/https://algo.codemarshal.org/contests/kanpur_2020/standings,,,,,Yes
,kanpur-2019,kanpur-2020,awc-2019,4278,2019 ICPC Asia Kanpur Regional Contest,2019-12-31,,,,,,https://web.archive.org/web/20240705145626/https://kanpur.indiaicpc.in/Kanpur_Ranklist.pdf,,https://icpc.global/regionals/finder/Asia-Kanpur-2020/standings,Yes
,kolkata-kanpur-2018,kanpur-2019,wf-2019,3529,2018 ICPC Asia Kolkata-Kanpur Onsite Regional Contest,2018-12-22,,,,,,https://web.archive.org/web/20190811204644/http://icpckolkata.in/result-of-onsite-round/,,https://icpc.global/regionals/finder/ICPCKolkataKanpur-2019/standings,Yes
,kolkata-kanpur-2017,kolkata-kanpur-2018,wf-2018,3441,2017 ACM-ICPC Asia Kolkata-Kanpur Contest,2017-12-24,,,,,,https://web.archive.org/web/20180830025240/http://icpckolkata.in/Result.pdf,,https://icpc.global/regionals/finder/ICPCKolkataKanpur-2018/standings,Yes
,kolkata-2016,kolkata-kanpur-2017,wf-2017,3050,2016 ACM-ICPC Asia Kolkata Regional Contest,2016-12-27,,,,,,,https://web.archive.org/web/20170109235316/http://icpckolkata.in/2017/01/05/result-of-onsite-contest/,https://icpc.global/regionals/finder/ICPC-Kolkata-2017/standings,Yes
,kolkata-2015,kolkata-2016,wf-2016,2873,2015 ACM-ICPC Asia Kolkata Regional Contest,2015-12-26,,,,,,,,https://icpc.global/regionals/finder/Kolkata-2016/standings,Yes
,kanpur-2013,kolkata-2015,wf-2014,1949,2013 ACM-ICPC Asia Kanpur Regional Contest,2013-12-13,,,,,,,https://www.cse.iitk.ac.in/users/acm/Result.pdf,https://icpc.global/regionals/finder/Kanpur-2014/standings,Yes
,kanpur-2012,kanpur-2013,wf-2013,1356,2012 ACM-ICPC Asia Kanpur Regional Contest,2012-12-13,,,,,,https://web.archive.org/web/20121218090740/http://cse.iitk.ac.in/users/acm/rank.html,,https://icpc.global/regionals/finder/Kanpur-2013/standings,Yes
,kanpur-2011,kanpur-2012,wf-2012,809,2011 ACM-ICPC Asia Kanpur Regional Contest,2011-12-08,,,,,,,https://web.archive.org/web/20120109084903/http://www.cse.iitk.ac.in/users/acm/result.html,https://icpc.global/regionals/finder/Kanpur-2012/standings,Yes
,kanpur-2010,kanpur-2011,wf-2011,601,2010 ACM-ICPC Asia Kanpur Regional Contest,2010-12-12,,,,,,https://web.archive.org/web/20101216075737/http://www.cse.iitk.ac.in/users/acm/Result.html,,https://icpc.global/regionals/finder/Kanpur-2011/standings,Yes
,gwalior-kanpur-2009,kanpur-2010,wf-2010,497,2009 ACM-ICPC Asia Gwalior-Kanpur Regional Contest,2009-10-04,,,,,,,https://web.archive.org/web/20091008001047/http://www.cse.iitk.ac.in/users/acm/result.html,https://icpc.global/regionals/finder/Gwalior-Kanpur-2010/standings,Yes
,kanpur-2008,gwalior-kanpur-2009,wf-2009,16,2008 Asia Kanpur Contest,2008-12-16,,,,,,,https://www.cse.iitk.ac.in/users/acm/archive/acm2008/ranks.html,,Yes
,kanpur-2007,kanpur-2008,wf-2008,1047,2007 ACM Asia Programming Contest - Kanpur,2007-10-28,,,,,,https://web.archive.org/web/20080915032438/http://icpc.baylor.edu/icpc/regionals/ViewRegionalStandings.asp?ContestID=866,,,Yes
,kanpur-2006,kanpur-2007,wf-2007,1207,2006 ACM Asia Programming Contest - Kanpur,2006-12-10,,,,,,https://web.archive.org/web/20080502050957/http://icpc.baylor.edu/icpc/regionals/ViewRegionalStandings.asp?ContestID=785,,,Yes
,kolkata-2005,kanpur-2006,wf-2006,1056,2005 ACM Asia Programming Contest - Kolkata,2005-10-29,,,,,,https://web.archive.org/web/20071011202423/http://icpc.baylor.edu/icpc/regionals/ViewRegionalStandings.asp?ContestID=743,,,Yes
,kanpur-2004,kolkata-2005,wf-2005,1239,2004 ACM Asia Programming Contest - Kanpur,2004-12-15,,,https://web.archive.org/web/20050212004304/http://www.cse.iitk.ac.in/users/acm/directrep.html,,,"https://web.archive.org/web/20071012163117/http://icpc.baylor.edu/icpc/regionals/ViewRegionalStandings.asp?ContestID=709, https://web.archive.org/web/20041224011319/http://www.cse.iitk.ac.in/users/acm/result.html",,,Yes
,kolkata-roorkee-2003,kanpur-2004,wf-2004,988,2003 ACM Asia Programming Contest - Kolkata-Roorkee,2003-10-12,,,https://web.archive.org/web/20031129205902/http://www.cse.iitk.ac.in/users/acm/report.htm,,,https://web.archive.org/web/20071012210106/http://icpc.baylor.edu/icpc/regionals/ViewRegionalStandings.asp?ContestID=668,,,Yes
,kanpur-2002,kolkata-roorkee-2003,wf-2003,1297,2002 ACM Asia Programming Contest - Kanpur,2002-12-07,,,https://web.archive.org/web/20060901165658/http://icpc.baylor.edu/past/icpc2003/regionals/Reports/www.cse.iitk.ac.in/users/acm/index.html,,,https://web.archive.org/web/20060901165713/http://icpc.baylor.edu/past/icpc2003/regionals/Reports/www.cse.iitk.ac.in/users/acm/result.htm,https://web.archive.org/web/20090307020306/http://icpc.baylor.edu/past/icpc2003/Regionals/Reports/icpc.baylor.edu/icpc/regionals/ViewRegionalStandings7bfc.html?ContestID=581,,Yes
,kanpur-2001,kanpur-2002,wf-2002,1101,2001 ACM Asia Programming Contest - Kanpur,2001-12-06,,,,,,https://web.archive.org/web/20020111223213/http://www.cse.iitk.ac.in/acm2001/results.htm,https://web.archive.org/web/20090102030830/http://icpc.baylor.edu/Past/icpc2002/regionals/ViewRegionalStandings.asp?ContestID=513,,Yes
,kanpur-2000,kanpur-2001,wf-2001,1072,"2000 ACM Asia Programming Contest, Kanpur",2000-12-16,,,https://web.archive.org/web/20060904204433/http://www.cse.iitk.ac.in/users/acm/,,,,https://web.archive.org/web/20060901131734/http://icpc.baylor.edu/past/icpc2001/regionals/ViewRegionalStandings.asp?ContestID=448,,Yes
,kanpur-1999,kanpur-2000,wf-2000,1158,"1999 ACM Asia Programming Contest, Kanpur",1999-12-07,,,,,,https://web.archive.org/web/20110608102128/http://icpc.baylor.edu/past/icpc2000/regionals/Kanpur99/Standings.html,,,Yes
,gwalior-2022,-,awc-2022,5660,2022 ICPC Asia Gwalior Regional Contest,2023-03-07,,,,,,,,,
,gwailor-pune-2021,gwalior-2022,awc-2021,4830,2021 ICPC Asia Gwalior-Pune Regional Contest,2022-10-04,,,https://web.archive.org/web/20221130002428/https://iiitmg-iiitp-icpc.com/,,,,,,
,gwailor-pune-2020,gwailor-pune-2021,wf-2021,4500,2020 ICPC Asia Gwalior-Pune Regional Contest,2021-08-18,,,,,,,,https://icpc.global/regionals/finder/ICPC-Gwalior-Pune-2021/standings,Yes
,gwailor-pune-2019,gwailor-pune-2020,awc-2019,4105,2019 ICPC Asia Gwalior-Pune Regional Contest,2019-12-15,,,,,,,,https://icpc.global/regionals/finder/ICPC-Gwalior-Pune-2020/standings,Yes
,gwailor-pune-2018,gwailor-pune-2019,wf-2019,3514,2018 ICPC Asia Gwalior-Pune Regional Contest,2018-12-18,,,,,,,,https://icpc.global/regionals/finder/ICPC-Gwalior-Pune-2019/standings,Yes
,gwalior-2017,gwailor-pune-2018,wf-2018,3446,2017 ACM-ICPC Asia Gwalior Regional Contest,2017-12-21,,,,,,,,https://icpc.global/regionals/finder/ICPC-Gwalior-2018/standings,Yes
